TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,TeacherName,Age,Gender,Expertise,YearsOfExperience,TeacherRating,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,RatingTier
TT06391,U01840,CR00059,11/8/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,High
TT06392,U01842,CR00036,14/1/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT06393,U01854,CR00056,20/7/2025,212.39,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT06394,U01867,CR00004,25/11/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06395,U01871,CR00024,21/7/2025,117.68,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,High
TT06396,U01872,CR00004,17/1/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06397,U01876,CR00001,23/7/2025,472.28,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,High
TT06398,U01877,CR00058,18/10/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,High
TT06399,U01879,CR00044,24/12/2025,119.04,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,High
TT06400,U01893,CR00014,10/6/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT06401,U01896,CR00049,28/11/2025,415.51,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT06402,U01900,CR00021,7/10/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,High
TT06403,U01903,CR00057,5/8/2025,177.34,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,High
TT06404,U01906,CR00060,15/4/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,High
TT06405,U01908,CR00009,26/4/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,High
TT06406,U01917,CR00018,15/9/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,High
TT06407,U01918,CR00024,23/11/2025,117.68,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,High
TT06408,U01920,CR00024,20/1/2025,117.68,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,High
TT06409,U01926,CR00002,24/8/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,High
TT06410,U01929,CR00024,21/3/2025,117.68,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,High
TT06411,U01931,CR00038,12/9/2025,342.61,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,High
TT06412,U01934,CR00047,8/10/2025,89.59,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,High
TT06413,U01943,CR00038,29/4/2025,342.61,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,High
TT06414,U01958,CR00042,28/9/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,High
TT06415,U01961,CR00005,13/4/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT06416,U01962,CR00053,2/2/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,High
TT06417,U01987,CR00027,1/6/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,High
TT06418,U01989,CR00027,22/6/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,High
TT06419,U01993,CR00041,10/3/2025,53.86,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT06420,U01994,CR00022,18/8/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT06421,U01998,CR00001,7/1/2025,472.28,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,High
TT06422,U02010,CR00020,10/5/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,High
TT06423,U02015,CR00034,23/9/2025,394.26,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT06424,U02022,CR00059,17/1/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,High
TT06425,U02035,CR00049,22/2/2025,415.51,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT06426,U02038,CR00023,11/8/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,High
TT06427,U02039,CR00004,30/10/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06428,U02055,CR00040,4/8/2025,327.99,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,High
TT06429,U02058,CR00054,6/8/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT06430,U02064,CR00010,13/3/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,High
TT06431,U02071,CR00026,10/4/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,High
TT06432,U02074,CR00025,7/4/2025,299.57,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,High
TT06433,U02077,CR00013,11/7/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,High
TT06434,U02094,CR00036,11/5/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT06435,U02096,CR00017,13/8/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,High
TT06436,U02098,CR00015,12/3/2025,285.05,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,High
TT06437,U02144,CR00034,19/5/2025,394.26,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT06438,U02147,CR00055,3/12/2025,57.32,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,High
TT06439,U02149,CR00023,27/4/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,High
TT06440,U02151,CR00049,13/10/2025,415.51,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT06441,U02152,CR00034,14/11/2025,394.26,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT06442,U02153,CR00004,14/11/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06443,U02155,CR00014,25/9/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT06444,U02161,CR00022,11/3/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT06445,U02174,CR00005,20/8/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT06446,U02199,CR00045,27/11/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,High
TT06447,U02212,CR00015,9/3/2025,285.05,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,High
TT06448,U02215,CR00042,13/11/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,High
TT06449,U02217,CR00004,12/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06450,U02224,CR00059,11/3/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,High
TT06451,U02231,CR00036,13/9/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT06452,U02248,CR00016,10/11/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,High
TT06453,U02250,CR00047,2/11/2025,89.59,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,High
TT06454,U02254,CR00011,26/9/2025,326.02,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,High
TT06455,U02258,CR00011,29/6/2025,326.02,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,High
TT06456,U02284,CR00005,18/9/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT06457,U02288,CR00022,11/6/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT06458,U02290,CR00013,15/1/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,High
TT06459,U02300,CR00032,1/9/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,High
TT06460,U02301,CR00021,15/4/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,High
TT06461,U02306,CR00029,8/12/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,High
TT06462,U02315,CR00018,6/11/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,High
TT06463,U02336,CR00005,22/2/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT06464,U02337,CR00014,10/11/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT06465,U02344,CR00056,14/11/2025,212.39,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT06466,U02345,CR00056,16/10/2025,212.39,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT06467,U02349,CR00040,18/1/2025,327.99,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,High
TT06468,U02370,CR00007,30/12/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,High
TT06469,U02410,CR00012,5/2/2025,487.92,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,High
TT06470,U02415,CR00005,21/5/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT06471,U02427,CR00056,12/7/2025,212.39,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT06472,U02445,CR00029,19/2/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,High
TT06473,U02459,CR00004,20/12/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06474,U02470,CR00054,4/7/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT06475,U02485,CR00045,4/7/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,High
TT06476,U02490,CR00022,27/12/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT06477,U02512,CR00023,18/7/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,High
TT06478,U02537,CR00032,15/4/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,High
TT06479,U02540,CR00040,15/7/2025,327.99,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,High
TT06480,U02541,CR00016,30/1/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,High
TT06481,U02542,CR00055,9/6/2025,57.32,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,High
TT06482,U02564,CR00056,30/4/2025,212.39,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT06483,U02566,CR00021,8/1/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,High
TT06484,U02582,CR00030,13/10/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,High
TT06485,U02583,CR00007,29/10/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,High
TT06486,U02602,CR00050,18/8/2025,490.9,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,High
TT06487,U02605,CR00017,20/11/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,High
TT06488,U02612,CR00051,25/6/2025,37.89,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,High
TT06489,U02614,CR00015,28/5/2025,285.05,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,High
TT06490,U02616,CR00012,5/12/2025,487.92,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,High
TT06491,U02623,CR00042,1/6/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,High
TT06492,U02630,CR00004,23/9/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT06493,U02633,CR00013,8/11/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,High
TT06494,U02643,CR00018,20/5/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,High
TT06495,U02651,CR00041,20/1/2025,53.86,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT06496,U02663,CR00035,2/11/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT06497,U02672,CR00033,12/12/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,High
TT06498,U02679,CR00026,4/4/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,High
TT06499,U02683,CR00023,29/1/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,High
TT06500,U02684,CR00049,6/7/2025,415.51,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT06501,U02698,CR00052,25/6/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,High
TT06502,U02709,CR00035,15/1/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT06503,U02733,CR00021,13/9/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,High
TT06504,U02743,CR00029,11/3/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,High
TT06505,U02754,CR00053,14/8/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,High
TT06506,U02767,CR00052,30/5/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,High
TT06507,U02770,CR00008,4/10/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,High
TT06508,U02786,CR00043,2/2/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,High
TT06509,U02791,CR00026,16/8/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,High
TT06510,U02792,CR00050,1/4/2025,490.9,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,High
TT06511,U02793,CR00022,2/10/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT06512,U02821,CR00045,28/9/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,High
TT06513,U02825,CR00041,27/12/2025,53.86,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT06514,U02832,CR00027,19/7/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,High
TT06515,U02843,CR00005,11/10/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT06516,U02850,CR00015,18/8/2025,285.05,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,High
TT06517,U02857,CR00023,6/8/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,High
TT06518,U02874,CR00054,24/2/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT06519,U02883,CR00015,18/9/2025,285.05,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,High
TT06520,U02899,CR00010,2/3/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,High
TT06521,U02909,CR00035,29/9/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT06522,U02915,CR00048,23/11/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,High
TT06523,U02916,CR00037,29/8/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,High
TT06524,U02927,CR00046,5/2/2025,248.1,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,High
TT06525,U02931,CR00053,27/8/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,High
TT06526,U02941,CR00041,18/8/2025,53.86,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT06527,U02945,CR00024,25/5/2025,117.68,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,High
